ID,Group ID,Question,Grade 1,Grade 2,Column_type,Difference,Authors,Year,Title,Venue,Pages,Publisher,DOI,Link,Type,Common Ground
1,1,P3-Q9,2.0,2.0,Ordinal,None (Identical),Ali Fenjan; Mohammed Thakir Mahmood Almashhadany; Saadaldeen Rashid Ahmed; Hala Adnan Fadel; Ravi Sekhar; Pritesh Shah; B.S. Veena,2024,Adaptive Intrusion Detection System Using Deep Learning for Network Security %@ 9798400716928,Proceedings of the Cognitive Models and Artificial Intelligence Conference,279–284,Association for Computing Machinery,10.1145/3660853.3660928,https://doi-org.proxy.bib.uottawa.ca/10.1145/3660853.3660928,Conference Paper,2
2,1,P1-Q1,,0.0,Yes/No,N/A,Harry Chandra Tanuwidjaja; Takeshi Takahashi; Tsung-Nan Lin; Boyi Lee; Tao Ban,2023,Hybrid Explainable Intrusion Detection System: Global vs. Local Approach %@ 9798400702655,Proceedings of the 2023 Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,37–42,Association for Computing Machinery,10.1145/3605772.3624004,https://doi-org.proxy.bib.uottawa.ca/10.1145/3605772.3624004,Conference Paper,0.0
2,1,P1-Q10,['None'],['None'],Categorical,None (Identical),Harry Chandra Tanuwidjaja; Takeshi Takahashi; Tsung-Nan Lin; Boyi Lee; Tao Ban,2023,Hybrid Explainable Intrusion Detection System: Global vs. Local Approach %@ 9798400702655,Proceedings of the 2023 Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,37–42,Association for Computing Machinery,10.1145/3605772.3624004,https://doi-org.proxy.bib.uottawa.ca/10.1145/3605772.3624004,Conference Paper,[]
2,1,P1-Q2,1.0,1.0,Ordinal,None (Identical),Harry Chandra Tanuwidjaja; Takeshi Takahashi; Tsung-Nan Lin; Boyi Lee; Tao Ban,2023,Hybrid Explainable Intrusion Detection System: Global vs. Local Approach %@ 9798400702655,Proceedings of the 2023 Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,37–42,Association for Computing Machinery,10.1145/3605772.3624004,https://doi-org.proxy.bib.uottawa.ca/10.1145/3605772.3624004,Conference Paper,1
2,1,P1-Q3,0.0,0.0,Yes/No,None (Identical),Harry Chandra Tanuwidjaja; Takeshi Takahashi; Tsung-Nan Lin; Boyi Lee; Tao Ban,2023,Hybrid Explainable Intrusion Detection System: Global vs. Local Approach %@ 9798400702655,Proceedings of the 2023 Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,37–42,Association for Computing Machinery,10.1145/3605772.3624004,https://doi-org.proxy.bib.uottawa.ca/10.1145/3605772.3624004,Conference Paper,0.0
2,1,P1-Q5,,1.0,Yes/No,N/A,Harry Chandra Tanuwidjaja; Takeshi Takahashi; Tsung-Nan Lin; Boyi Lee; Tao Ban,2023,Hybrid Explainable Intrusion Detection System: Global vs. Local Approach %@ 9798400702655,Proceedings of the 2023 Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,37–42,Association for Computing Machinery,10.1145/3605772.3624004,https://doi-org.proxy.bib.uottawa.ca/10.1145/3605772.3624004,Conference Paper,1.0
2,1,P1-Q6,['None'],['None'],Categorical,None (Identical),Harry Chandra Tanuwidjaja; Takeshi Takahashi; Tsung-Nan Lin; Boyi Lee; Tao Ban,2023,Hybrid Explainable Intrusion Detection System: Global vs. Local Approach %@ 9798400702655,Proceedings of the 2023 Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,37–42,Association for Computing Machinery,10.1145/3605772.3624004,https://doi-org.proxy.bib.uottawa.ca/10.1145/3605772.3624004,Conference Paper,[]
2,1,P1-Q9,,0.0,Yes/No,N/A,Harry Chandra Tanuwidjaja; Takeshi Takahashi; Tsung-Nan Lin; Boyi Lee; Tao Ban,2023,Hybrid Explainable Intrusion Detection System: Global vs. Local Approach %@ 9798400702655,Proceedings of the 2023 Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,37–42,Association for Computing Machinery,10.1145/3605772.3624004,https://doi-org.proxy.bib.uottawa.ca/10.1145/3605772.3624004,Conference Paper,0.0
2,1,P2-Q1,,1.0,Ordinal,N/A,Harry Chandra Tanuwidjaja; Takeshi Takahashi; Tsung-Nan Lin; Boyi Lee; Tao Ban,2023,Hybrid Explainable Intrusion Detection System: Global vs. Local Approach %@ 9798400702655,Proceedings of the 2023 Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,37–42,Association for Computing Machinery,10.1145/3605772.3624004,https://doi-org.proxy.bib.uottawa.ca/10.1145/3605772.3624004,Conference Paper,1.0
2,1,P2-Q10,,1.0,Ordinal,N/A,Harry Chandra Tanuwidjaja; Takeshi Takahashi; Tsung-Nan Lin; Boyi Lee; Tao Ban,2023,Hybrid Explainable Intrusion Detection System: Global vs. Local Approach %@ 9798400702655,Proceedings of the 2023 Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,37–42,Association for Computing Machinery,10.1145/3605772.3624004,https://doi-org.proxy.bib.uottawa.ca/10.1145/3605772.3624004,Conference Paper,1.0
2,1,P2-Q11,,2.0,Ordinal,N/A,Harry Chandra Tanuwidjaja; Takeshi Takahashi; Tsung-Nan Lin; Boyi Lee; Tao Ban,2023,Hybrid Explainable Intrusion Detection System: Global vs. Local Approach %@ 9798400702655,Proceedings of the 2023 Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,37–42,Association for Computing Machinery,10.1145/3605772.3624004,https://doi-org.proxy.bib.uottawa.ca/10.1145/3605772.3624004,Conference Paper,2.0
2,1,P2-Q12,,0.0,Yes/No,N/A,Harry Chandra Tanuwidjaja; Takeshi Takahashi; Tsung-Nan Lin; Boyi Lee; Tao Ban,2023,Hybrid Explainable Intrusion Detection System: Global vs. Local Approach %@ 9798400702655,Proceedings of the 2023 Workshop on Recent Advances in Resilient and Trustworthy ML Systems in Autonomous Networks,37–42,Association for Computing Machinery,10.1145/3605772.3624004,https://doi-org.proxy.bib.uottawa.ca/10.1145/3605772.3624004,Conference Paper,0.0
